,countrycode,year,rgdpe,pop_x,country,democracy_score,epp,fg,pp,pc,cl,category,Deathperevent,Affectedperevent
2625,NAM,2008,8001.87448037,2.115703,Namibia,6.31,5.67,5.36,6.67,5.63,8.24,Flawed democracy,12.0527314089,15409.2989422
2626,NAM,2009,8021.5168621,2.152357,Namibia,6.31,5.67,5.36,6.67,5.63,8.24,Flawed democracy,42.7438384989,162612.429072
2627,NAM,2010,8194.01878661,2.193643,Namibia,6.31,5.67,5.36,6.67,5.63,8.24,Flawed democracy,3.64690152409,50144.8959562
2628,NAM,2011,8892.98961799,2.240161,Namibia,6.31,5.67,5.36,6.67,5.63,8.24,Flawed democracy,48.2108205616,223198.243341
2629,NAM,2013,10083.6760023,2.346592,Namibia,6.31,5.67,5.36,6.67,5.63,8.24,Flawed democracy,7.24454869019,220.745660089
2631,NER,1970,1394.85914672,4.497355,Niger,3.96,4.75,2.21,2.22,3.75,6.76,Authoritarian,70.9305803078,595.238757003
2668,NGA,1969,4336.37486954,54.5205725376,Nigeria,4.5,6.08,4.29,3.33,4.38,4.41,Hybrid regime,36.6834005388,1467.33602155
2669,NGA,1986,1462.31469388,86.118043,Nigeria,4.5,6.08,4.29,3.33,4.38,4.41,Hybrid regime,12.4596421681,16.2567558578
2670,NGA,1987,1102.63026174,88.412917,Nigeria,4.5,6.08,4.29,3.33,4.38,4.41,Hybrid regime,5.99459918283,1.35726773951
2685,NGA,2002,1111.27252882,129.246283,Nigeria,4.5,6.08,4.29,3.33,4.38,4.41,Hybrid regime,1.97297743565,30.198160515
2689,NGA,2005,3450.9305185,139.611303,Nigeria,4.5,6.08,4.29,3.33,4.38,4.41,Hybrid regime,2.78988872412,99.8379049582
2690,NGA,2005,3450.9305185,139.611303,Nigeria,4.5,6.08,4.29,3.33,4.38,4.41,Hybrid regime,2.78988872412,99.8379049582
2693,NGA,2008,4451.64210719,151.115683,Nigeria,4.5,6.08,4.29,3.33,4.38,4.41,Hybrid regime,1.17790553877,0.436751491902
2694,NGA,2009,4792.22984548,155.207145,Nigeria,4.5,6.08,4.29,3.33,4.38,4.41,Hybrid regime,5.64407005876,596.799200191
2695,NGA,2009,4792.22984548,155.207145,Nigeria,4.5,6.08,4.29,3.33,4.38,4.41,Hybrid regime,5.64407005876,596.799200191
2696,NGA,2010,5172.91883088,159.424742,Nigeria,4.5,6.08,4.29,3.33,4.38,4.41,Hybrid regime,5.99655980626,4840.8013105
2697,NGA,2010,5172.91883088,159.424742,Nigeria,4.5,6.08,4.29,3.33,4.38,4.41,Hybrid regime,5.99655980626,4840.8013105
2698,NGA,2011,5168.6315698,163.770669,Nigeria,4.5,6.08,4.29,3.33,4.38,4.41,Hybrid regime,1.78908715333,106.467986238
2699,NGA,2011,5168.6315698,163.770669,Nigeria,4.5,6.08,4.29,3.33,4.38,4.41,Hybrid regime,1.78908715333,106.467986238
2700,NGA,2011,5168.6315698,163.770669,Nigeria,4.5,6.08,4.29,3.33,4.38,4.41,Hybrid regime,1.78908715333,106.467986238
2705,NGA,2014,5500.9843698,177.475986,Nigeria,4.5,6.08,4.29,3.33,4.38,4.41,Hybrid regime,2.19184583091,129.642891518
2706,NGA,2014,5500.9843698,177.475986,Nigeria,4.5,6.08,4.29,3.33,4.38,4.41,Hybrid regime,2.19184583091,129.642891518
2707,NIC,1967,6397.98972513,2.17954981233,Nicaragua,4.81,4.5,3.29,3.89,5.63,6.76,Hybrid regime,24.3169482524,203.711792907
2708,NIC,1971,6506.13651879,2.472656,Nicaragua,4.81,4.5,3.29,3.89,5.63,6.76,Hybrid regime,14.1548197566,1880.56891052
2709,NIC,1972,6439.35250124,2.549779,Nicaragua,4.81,4.5,3.29,3.89,5.63,6.76,Hybrid regime,3921.90852619,282377.413886
2710,NIC,1976,7256.17796636,2.884156,Nicaragua,4.81,4.5,3.29,3.89,5.63,6.76,Hybrid regime,5.54755013252,2773.77506626
2711,NIC,1982,4616.37491542,3.435527,Nicaragua,4.81,4.5,3.29,3.89,5.63,6.76,Hybrid regime,20.6664072208,15135.960218
2712,NIC,1988,3130.65308053,3.968453,Nicaragua,4.81,4.5,3.29,3.89,5.63,6.76,Hybrid regime,32.7583569718,90785.5025623
2715,NIC,1992,2914.55906302,4.331273,Nicaragua,4.81,4.5,3.29,3.89,5.63,6.76,Hybrid regime,20.779110437,35353.8093766
2716,NIC,1992,2914.55906302,4.331273,Nicaragua,4.81,4.5,3.29,3.89,5.63,6.76,Hybrid regime,20.779110437,35353.8093766
2717,NIC,1993,2876.37162276,4.426577,Nicaragua,4.81,4.5,3.29,3.89,5.63,6.76,Hybrid regime,8.358603047,27786.7074265
2718,NIC,1995,3079.29592584,4.612229,Nicaragua,4.81,4.5,3.29,3.89,5.63,6.76,Hybrid regime,6.07081738569,3088.63675242
2719,NIC,1995,3079.29592584,4.612229,Nicaragua,4.81,4.5,3.29,3.89,5.63,6.76,Hybrid regime,6.07081738569,3088.63675242
2720,NIC,1996,3120.49247557,4.700777,Nicaragua,4.81,4.5,3.29,3.89,5.63,6.76,Hybrid regime,9.36015471485,2281.32498096
2721,NIC,1998,3291.76525128,4.869627,Nicaragua,4.81,4.5,3.29,3.89,5.63,6.76,Hybrid regime,342.839400225,89491.864572
2722,NIC,1998,3291.76525128,4.869627,Nicaragua,4.81,4.5,3.29,3.89,5.63,6.76,Hybrid regime,342.839400225,89491.864572
2723,NIC,1999,3340.89089005,4.949661,Nicaragua,4.81,4.5,3.29,3.89,5.63,6.76,Hybrid regime,2.2223744212,21638.8556711
2726,NIC,2001,3452.76047027,5.10075,Nicaragua,4.81,4.5,3.29,3.89,5.63,6.76,Hybrid regime,3.13679360878,4874.96936725
2728,NIC,2004,3498.86271888,5.309703,Nicaragua,4.81,4.5,3.29,3.89,5.63,6.76,Hybrid regime,5.46169908185,1086.50144839
2729,NIC,2005,3554.12394931,5.379327,Nicaragua,4.81,4.5,3.29,3.89,5.63,6.76,Hybrid regime,1.30127802233,2536.19086551
2730,NIC,2007,3726.55434671,5.522119,Nicaragua,4.81,4.5,3.29,3.89,5.63,6.76,Hybrid regime,17.9279005034,19261.2654671
2731,NIC,2007,3726.55434671,5.522119,Nicaragua,4.81,4.5,3.29,3.89,5.63,6.76,Hybrid regime,17.9279005034,19261.2654671
2732,NIC,2008,3822.54195967,5.594524,Nicaragua,4.81,4.5,3.29,3.89,5.63,6.76,Hybrid regime,2.68119325254,3502.35337269
2733,NIC,2008,3822.54195967,5.594524,Nicaragua,4.81,4.5,3.29,3.89,5.63,6.76,Hybrid regime,2.68119325254,3502.35337269
2734,NIC,2009,3878.74988198,5.666595,Nicaragua,4.81,4.5,3.29,3.89,5.63,6.76,Hybrid regime,1.41178256078,361.7692812
2735,NIC,2010,3931.0638547,5.737722,Nicaragua,4.81,4.5,3.29,3.89,5.63,6.76,Hybrid regime,7.14569301197,6645.05878814
2736,NIC,2010,3931.0638547,5.737722,Nicaragua,4.81,4.5,3.29,3.89,5.63,6.76,Hybrid regime,7.14569301197,6645.05878814
2737,NIC,2011,4054.53993008,5.807787,Nicaragua,4.81,4.5,3.29,3.89,5.63,6.76,Hybrid regime,2.92710459251,24625.2143889
2738,NIC,2012,4163.49670918,5.877034,Nicaragua,4.81,4.5,3.29,3.89,5.63,6.76,Hybrid regime,1.53138470868,5019.53876734
2739,NIC,2013,4231.87595227,5.945646,Nicaragua,4.81,4.5,3.29,3.89,5.63,6.76,Hybrid regime,2.52285453927,1300.02694409
2740,NIC,2013,4231.87595227,5.945646,Nicaragua,4.81,4.5,3.29,3.89,5.63,6.76,Hybrid regime,2.52285453927,1300.02694409
2748,NZL,1968,15458.870773,2.75070574765,New Zealand,9.26,10.0,9.29,8.89,8.13,10.0,Full democracy,9.63389123779,238.847794084
2749,NZL,1968,15458.870773,2.75070574765,New Zealand,9.26,10.0,9.29,8.89,8.13,10.0,Full democracy,9.63389123779,238.847794084
2750,NZL,1985,18643.0797403,3.268192,New Zealand,9.26,10.0,9.29,8.89,8.13,10.0,Full democracy,1.22391830101,82.6144853179
2757,NZL,2011,32141.8328212,4.404483,New Zealand,9.26,10.0,9.29,8.89,8.13,10.0,Full democracy,41.3215353539,68531.3123016
2759,OMN,1977,9360.48588147,0.977806,Oman,3.04,0.0,3.93,2.78,4.38,4.12,Authoritarian,109.428659673,6745.71438506
2760,OMN,2002,18656.7199062,2.323203,Oman,3.04,0.0,3.93,2.78,4.38,4.12,Authoritarian,3.01308150859,35.7265378876
2761,OMN,2007,42525.1506024,2.59375,Oman,3.04,0.0,3.93,2.78,4.38,4.12,Authoritarian,29.3012048193,7710.84337349
2762,OMN,2011,45084.6103181,3.210003,Oman,3.04,0.0,3.93,2.78,4.38,4.12,Authoritarian,4.36136664047,62.305237721
2763,PAK,1964,1353.21150063,49.5023955282,Pakistan,4.33,6.0,5.36,2.78,2.5,5.0,Hybrid regime,9.09046916212,8080.41703299
2766,PAK,1973,1841.36221079,63.062204,Pakistan,4.33,6.0,5.36,2.78,2.5,5.0,Hybrid regime,7.51638810467,76115.322579
2767,PAK,1974,1834.51289606,64.873705,Pakistan,4.33,6.0,5.36,2.78,2.5,5.0,Hybrid regime,72.4484596648,773.811207484
2768,PAK,1976,1873.00584515,68.818471,Pakistan,4.33,6.0,5.36,2.78,2.5,5.0,Hybrid regime,4.91147209591,80879.4487747
2769,PAK,1977,1877.53680999,70.953777,Pakistan,4.33,6.0,5.36,2.78,2.5,5.0,Hybrid regime,11.9514426977,14403.7434399
2770,PAK,1978,1941.21355034,73.204087,Pakistan,4.33,6.0,5.36,2.78,2.5,5.0,Hybrid regime,5.36855271482,30681.3470674
2774,PAK,1981,2073.07215831,80.691701,Pakistan,4.33,6.0,5.36,2.78,2.5,5.0,Hybrid regime,1.93328431631,17.5792551455
2775,PAK,1981,2073.07215831,80.691701,Pakistan,4.33,6.0,5.36,2.78,2.5,5.0,Hybrid regime,1.93328431631,17.5792551455
2784,PAK,1988,2478.55414453,101.420791,Pakistan,4.33,6.0,5.36,2.78,2.5,5.0,Hybrid regime,1.93254260855,9859.91126809
2787,PAK,1991,2483.52967055,110.634399,Pakistan,4.33,6.0,5.36,2.78,2.5,5.0,Hybrid regime,3.71945799606,926.673809653
2788,PAK,1991,2483.52967055,110.634399,Pakistan,4.33,6.0,5.36,2.78,2.5,5.0,Hybrid regime,3.71945799606,926.673809653
2789,PAK,1992,2560.69663371,113.616165,Pakistan,4.33,6.0,5.36,2.78,2.5,5.0,Hybrid regime,4.52107027787,37677.0564881
2790,PAK,1992,2560.69663371,113.616165,Pakistan,4.33,6.0,5.36,2.78,2.5,5.0,Hybrid regime,4.52107027787,37677.0564881
2791,PAK,1992,2560.69663371,113.616165,Pakistan,4.33,6.0,5.36,2.78,2.5,5.0,Hybrid regime,4.52107027787,37677.0564881
2794,PAK,1994,2550.81052198,119.564925,Pakistan,4.33,6.0,5.36,2.78,2.5,5.0,Hybrid regime,1.47200359972,3512.88640879
2795,PAK,1994,2550.81052198,119.564925,Pakistan,4.33,6.0,5.36,2.78,2.5,5.0,Hybrid regime,1.47200359972,3512.88640879
2796,PAK,1995,2636.6219355,122.599749,Pakistan,4.33,6.0,5.36,2.78,2.5,5.0,Hybrid regime,8.67049083437,15130.5366865
2800,PAK,1998,2735.33654808,132.01368,Pakistan,4.33,6.0,5.36,2.78,2.5,5.0,Hybrid regime,2.07743621722,404.367183765
2801,PAK,1998,2735.33654808,132.01368,Pakistan,4.33,6.0,5.36,2.78,2.5,5.0,Hybrid regime,2.07743621722,404.367183765
2802,PAK,1998,2735.33654808,132.01368,Pakistan,4.33,6.0,5.36,2.78,2.5,5.0,Hybrid regime,2.07743621722,404.367183765
2803,PAK,1998,2735.33654808,132.01368,Pakistan,4.33,6.0,5.36,2.78,2.5,5.0,Hybrid regime,2.07743621722,404.367183765
2804,PAK,1999,2727.14607176,135.158132,Pakistan,4.33,6.0,5.36,2.78,2.5,5.0,Hybrid regime,1.07281743136,6751.0896545
2805,PAK,1999,2727.14607176,135.158132,Pakistan,4.33,6.0,5.36,2.78,2.5,5.0,Hybrid regime,1.07281743136,6751.0896545
2806,PAK,1999,2727.14607176,135.158132,Pakistan,4.33,6.0,5.36,2.78,2.5,5.0,Hybrid regime,1.07281743136,6751.0896545
2817,PAK,2003,2823.1145544,147.25153,Pakistan,4.33,6.0,5.36,2.78,2.5,5.0,Hybrid regime,1.0763894949,4308.27441997
2818,PAK,2003,2823.1145544,147.25153,Pakistan,4.33,6.0,5.36,2.78,2.5,5.0,Hybrid regime,1.0763894949,4308.27441997
2821,PAK,2005,3166.13044075,153.356383,Pakistan,4.33,6.0,5.36,2.78,2.5,5.0,Hybrid regime,120.832922879,20631.1317997
2822,PAK,2005,3166.13044075,153.356383,Pakistan,4.33,6.0,5.36,2.78,2.5,5.0,Hybrid regime,120.832922879,20631.1317997
2823,PAK,2005,3166.13044075,153.356383,Pakistan,4.33,6.0,5.36,2.78,2.5,5.0,Hybrid regime,120.832922879,20631.1317997
2824,PAK,2005,3166.13044075,153.356383,Pakistan,4.33,6.0,5.36,2.78,2.5,5.0,Hybrid regime,120.832922879,20631.1317997
2825,PAK,2006,3371.88099087,156.524189,Pakistan,4.33,6.0,5.36,2.78,2.5,5.0,Hybrid regime,1.09248290052,17.5265775268
2826,PAK,2006,3371.88099087,156.524189,Pakistan,4.33,6.0,5.36,2.78,2.5,5.0,Hybrid regime,1.09248290052,17.5265775268
2827,PAK,2006,3371.88099087,156.524189,Pakistan,4.33,6.0,5.36,2.78,2.5,5.0,Hybrid regime,1.09248290052,17.5265775268
2828,PAK,2007,3582.97727152,159.767672,Pakistan,4.33,6.0,5.36,2.78,2.5,5.0,Hybrid regime,1.90067654404,3448.15480986
2829,PAK,2007,3582.97727152,159.767672,Pakistan,4.33,6.0,5.36,2.78,2.5,5.0,Hybrid regime,1.90067654404,3448.15480986
2830,PAK,2007,3582.97727152,159.767672,Pakistan,4.33,6.0,5.36,2.78,2.5,5.0,Hybrid regime,1.90067654404,3448.15480986
2834,PAK,2010,4071.97524701,170.043918,Pakistan,4.33,6.0,5.36,2.78,2.5,5.0,Hybrid regime,4.2851674746,39985.5543986
2835,PAK,2010,4071.97524701,170.043918,Pakistan,4.33,6.0,5.36,2.78,2.5,5.0,Hybrid regime,4.2851674746,39985.5543986
2836,PAK,2010,4071.97524701,170.043918,Pakistan,4.33,6.0,5.36,2.78,2.5,5.0,Hybrid regime,4.2851674746,39985.5543986
2837,PAK,2011,4359.18680218,173.669648,Pakistan,4.33,6.0,5.36,2.78,2.5,5.0,Hybrid regime,1.47118395726,15551.8107574
2838,PAK,2011,4359.18680218,173.669648,Pakistan,4.33,6.0,5.36,2.78,2.5,5.0,Hybrid regime,1.47118395726,15551.8107574
2839,PAK,2012,4357.50711367,177.392252,Pakistan,4.33,6.0,5.36,2.78,2.5,5.0,Hybrid regime,2.92008243968,28471.1645692
2840,PAK,2013,4455.28360461,181.192646,Pakistan,4.33,6.0,5.36,2.78,2.5,5.0,Hybrid regime,2.01443054151,4687.70680682
2841,PAK,2013,4455.28360461,181.192646,Pakistan,4.33,6.0,5.36,2.78,2.5,5.0,Hybrid regime,2.01443054151,4687.70680682
2845,PAN,1966,3793.15405431,1.35469643259,Panama,7.13,9.58,6.43,6.11,5.0,8.82,Flawed democracy,14.763455132,1919.24916716
2846,PAN,1970,5068.25610045,1.519293,Panama,7.13,9.58,6.43,6.11,5.0,8.82,Flawed democracy,31.5936425693,29187.9183278
2847,PAN,1973,5761.9501233,1.653257,Panama,7.13,9.58,6.43,6.11,5.0,8.82,Flawed democracy,4.23406645186,2419.46654392
2848,PAN,1978,5624.90925204,1.884512,Panama,7.13,9.58,6.43,6.11,5.0,8.82,Flawed democracy,10.082185733,1061.28270873
2851,PAN,1988,6062.44245766,2.368772,Panama,7.13,9.58,6.43,6.11,5.0,8.82,Flawed democracy,12.6647900262,3686.29821697
2852,PAN,1991,6617.36510123,2.522901,Panama,7.13,9.58,6.43,6.11,5.0,8.82,Flawed democracy,11.2304578473,5577.44173605
2853,PAN,1991,6617.36510123,2.522901,Panama,7.13,9.58,6.43,6.11,5.0,8.82,Flawed democracy,11.2304578473,5577.44173605
2854,PAN,1991,6617.36510123,2.522901,Panama,7.13,9.58,6.43,6.11,5.0,8.82,Flawed democracy,11.2304578473,5577.44173605
2855,PAN,1992,7095.87991515,2.57533,Panama,7.13,9.58,6.43,6.11,5.0,8.82,Flawed democracy,4.65959702252,19.4149875938
2858,PAN,1998,8631.42861357,2.911383,Panama,7.13,9.58,6.43,6.11,5.0,8.82,Flawed democracy,1.03043811137,2576.09527843
2861,PAN,2002,9361.10869525,3.144728,Panama,7.13,9.58,6.43,6.11,5.0,8.82,Flawed democracy,1.58996262952,8426.80193645
2863,PAN,2004,10608.8005822,3.260611,Panama,7.13,9.58,6.43,6.11,5.0,8.82,Flawed democracy,4.90705576348,6976.60653172
2865,PAN,2006,12609.7486755,3.3786,Panama,7.13,9.58,6.43,6.11,5.0,8.82,Flawed democracy,3.25578642041,1903.15515302
2867,PAN,2008,13007.5880068,3.498679,Panama,7.13,9.58,6.43,6.11,5.0,8.82,Flawed democracy,8.00302056862,6813.14290336
2868,PAN,2010,14652.0707758,3.620506,Panama,7.13,9.58,6.43,6.11,5.0,8.82,Flawed democracy,4.14306729501,9098.45198434
2869,PAN,2012,17455.9879423,3.743761,Panama,7.13,9.58,6.43,6.11,5.0,8.82,Flawed democracy,1.60266640953,2523.66537287
2870,PAN,2014,19701.6195393,3.867535,Panama,7.13,9.58,6.43,6.11,5.0,8.82,Flawed democracy,2.32706362063,29.9932644436
2871,PER,1966,3282.71039917,11.9289776266,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,10.0595376868,9083.42721328
2872,PER,1967,3345.48896875,12.2685517934,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,2.03773032228,4099.91340844
2874,PER,1969,3416.25456321,12.973283531,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,11.5622232137,247.894065702
2875,PER,1970,3560.33804604,13.341071,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,2504.52156352,126209.582424
2876,PER,1970,3560.33804604,13.341071,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,2504.52156352,126209.582424
2877,PER,1971,3584.61130733,13.704333,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,18.2424055224,24079.9752896
2879,PER,1974,4020.91639158,14.832839,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,13.079087557,1927.2777113
2880,PER,1974,4020.91639158,14.832839,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,13.079087557,1927.2777113
2881,PER,1977,3798.77327968,16.061327,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,1.30748847838,58.5256747466
2884,PER,1980,3997.33145644,17.359118,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,2.21785461681,1123.32896176
2885,PER,1980,3997.33145644,17.359118,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,2.21785461681,1123.32896176
2886,PER,1981,4051.63892392,17.792551,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,2.47294499816,485.343557537
2887,PER,1981,4051.63892392,17.792551,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,2.47294499816,485.343557537
2888,PER,1982,3993.02658818,18.225727,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,14.5947538883,2331.86857238
2889,PER,1982,3993.02658818,18.225727,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,14.5947538883,2331.86857238
2890,PER,1983,3637.62256006,18.660443,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,16.4251191679,18828.5990852
2891,PER,1983,3637.62256006,18.660443,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,16.4251191679,18828.5990852
2892,PER,1985,3819.44368942,19.54495,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,7.67461671685,204.656445783
2893,PER,1986,4082.62174158,19.99625,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,1.96703548582,3476.41849513
2894,PER,1986,4082.62174158,19.99625,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,1.96703548582,3476.41849513
2895,PER,1986,4082.62174158,19.99625,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,1.96703548582,3476.41849513
2896,PER,1987,4485.86796487,20.451712,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,6.55201872587,706.640109151
2897,PER,1987,4485.86796487,20.451712,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,6.55201872587,706.640109151
2898,PER,1988,4174.49674071,20.909897,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,3.82593945824,288.141065449
2899,PER,1989,3420.59103152,21.368856,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,1.77828892665,23.3985385086
2900,PER,1990,3394.85485765,21.826658,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,5.97892723659,2368.66312745
2901,PER,1990,3394.85485765,21.826658,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,5.97892723659,2368.66312745
2902,PER,1991,3484.58957516,22.28313,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,219.672909506,7419.02057745
2903,PER,1991,3484.58957516,22.28313,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,219.672909506,7419.02057745
2904,PER,1993,3660.71629986,23.184222,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,1.8547096383,4726.16678705
2905,PER,1993,3660.71629986,23.184222,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,1.8547096383,4726.16678705
2906,PER,1994,4208.76106688,23.619358,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,3.59874303103,4281.65744386
2908,PER,1997,5083.98141496,24.827409,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,10.9959118167,8202.0103937
2909,PER,1997,5083.98141496,24.827409,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,10.9959118167,8202.0103937
2910,PER,1997,5083.98141496,24.827409,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,10.9959118167,8202.0103937
2911,PER,1998,4916.78512934,25.199744,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,1.21032975573,721.634315015
2912,PER,1998,4916.78512934,25.199744,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,1.21032975573,721.634315015
2913,PER,1999,4847.91335608,25.561297,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,1.49966307787,6527.18574231
2914,PER,1999,4847.91335608,25.561297,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,1.49966307787,6527.18574231
2915,PER,1999,4847.91335608,25.561297,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,1.49966307787,6527.18574231
2917,PER,2001,4888.65613858,26.261363,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,2.36088279196,5338.10830763
2918,PER,2001,4888.65613858,26.261363,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,2.36088279196,5338.10830763
2919,PER,2001,4888.65613858,26.261363,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,2.36088279196,5338.10830763
2920,PER,2002,5172.06516048,26.601463,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,1.54126861368,1833.54577152
2921,PER,2002,5172.06516048,26.601463,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,1.54126861368,1833.54577152
2922,PER,2003,5443.60929892,26.937737,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,6.70063710252,35365.8141365
2923,PER,2003,5443.60929892,26.937737,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,6.70063710252,35365.8141365
2924,PER,2004,5864.14760167,27.273188,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,1.85163538637,39187.6263237
2925,PER,2004,5864.14760167,27.273188,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,1.85163538637,39187.6263237
2927,PER,2007,8017.5833273,28.292768,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,7.9761254419,18739.9715244
2928,PER,2007,8017.5833273,28.292768,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,7.9761254419,18739.9715244
2929,PER,2007,8017.5833273,28.292768,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,7.9761254419,18739.9715244
2930,PER,2008,8468.21046543,28.642048,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,1.39654817979,15711.5859871
2931,PER,2009,8551.94371334,29.001563,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,6.63182647547,3010.01018462
2932,PER,2009,8551.94371334,29.001563,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,6.63182647547,3010.01018462
2933,PER,2009,8551.94371334,29.001563,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,6.63182647547,3010.01018462
2934,PER,2010,9604.09972457,29.373644,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,4.34062590259,1449.913739
2935,PER,2010,9604.09972457,29.373644,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,4.34062590259,1449.913739
2936,PER,2010,9604.09972457,29.373644,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,4.34062590259,1449.913739
2937,PER,2010,9604.09972457,29.373644,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,4.34062590259,1449.913739
2938,PER,2011,10329.0700897,29.759891,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,1.04167048192,9398.17510308
2939,PER,2011,10329.0700897,29.759891,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,1.04167048192,9398.17510308
2940,PER,2011,10329.0700897,29.759891,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,1.04167048192,9398.17510308
2941,PER,2012,10633.6333517,30.158768,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,3.0615751059,1108.00282027
2942,PER,2012,10633.6333517,30.158768,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,3.0615751059,1108.00282027
2943,PER,2012,10633.6333517,30.158768,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,3.0615751059,1108.00282027
2944,PER,2013,10914.0653072,30.565461,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,1.12872500107,4479.27155426
2945,PER,2013,10914.0653072,30.565461,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,1.12872500107,4479.27155426
2946,PER,2014,10993.2501049,30.973148,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,5.96215362632,2181.87917698
2947,PER,2014,10993.2501049,30.973148,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,5.96215362632,2181.87917698
2948,PER,2014,10993.2501049,30.973148,Peru,6.65,9.17,5.36,6.11,4.38,8.24,Flawed democracy,5.96215362632,2181.87917698
